Time[s],"X (HR=10%)",Time[s],"X (HR=20%)",Time[s],"X (HR=30%)",Time[s],"X (HR=40%)"
3337,0.015793255942509667,3255,0.022747374239911564,1731,0.028783858485351057,3322,0.040711920529801264
3457,0.015914870093974624,3375,0.022868988391376525,1792,0.02911553344389165,3438,0.04110375275938183
3577,0.01600884466556114,3495,0.022985074626865644,1851,0.02937534549474846,3559,0.04139624724061811
3697,0.016086235489220634,3615,0.023101160862354888,1911,0.029657269209508,3681,0.04148454746136863
3817,0.01616915422885572,3735,0.023200663349917116,1971,0.029928137092316242,3800,0.0419039735099338
3937,0.016263128800442235,3855,0.023261470425649595,2031,0.030149253731343303,3921,0.041931567328918284
4057,0.016351575456053157,3975,0.02338308457711443,2091,0.03039800995024881,4040,0.04220750551876373
4177,0.016395798783858495,4095,0.023454947484798212,2151,0.03063571033720289,4158,0.04225165562913905
4297,0.016478717523493707,4215,0.023515754560530695,2211,0.03082918739635163,4278,0.04247240618101541
4417,0.016511885019347743,4335,0.023598673300165903,2271,0.031022664455500247,4398,0.042444812362030925
4537,0.016589275843007237,4455,0.02365948037589826,2331,0.031271420674405755,4519,0.042582781456953586
4657,0.016633499170812575,4575,0.023747927031509183,2391,0.031398562741846305,4638,0.04251655629139073
4777,0.016694306246545054,4695,0.023803206191265948,2451,0.03158651188501933,4768,0.04277593818984546
4897,0.016749585406301823,4815,0.023847429519071286,2511,0.03176893311221677,4884,0.042676600441501046
5017,0.016804864566058588,4935,0.023886124930901035,2571,0.031962410171365384,5000,0.0428973509933774
5137,0.016821448313985604,5055,0.02395798783858494,2631,0.03211719181868438,5122,0.04274834437086085
5257,0.016887783305693797,5175,0.02400221116639028,2691,0.03226644555002766,5238,0.0430518763796909
5377,0.016909894969596526,5295,0.024035378662244315,2751,0.03242122719734665,5358,0.04308498896247233
5497,0.016948590381426275,5415,0.024096185737976793,2811,0.03250967385295745,5479,0.04324503311258277
5617,0.01698175787728031,5535,0.024134881149806543,2871,0.03266445550027645,5598,0.04338300220750543
5737,0.01702598120508577,5655,0.024190160309563308,2931,0.03278054173576569,5719,0.043272626931567255
5857,0.01707020453289111,5775,0.024212271973466037,2991,0.032913211719181955,5838,0.043603752759381914
5977,0.01708126036484254,5895,0.0242564953012715,3051,0.033045881702598215,5961,0.04352097130242821
6097,0.017086788280818128,6015,0.024289662797125536,3111,0.03315091210613603,6083,0.0434326710816777
6217,0.017142067440574893,6135,0.024317302377003854,3171,0.03325594250967385,6198,0.04371964679911691
6337,0.01715312327252632,6255,0.024350469872858015,3231,0.033372028745163096,6321,0.04364238410596029
6457,0.01717523493642905,6375,0.02436705362078503,3291,0.0334604754007739,6438,0.04370860927152314
6577,0.0172139303482588,6495,0.02441127694859037,3351,0.03357103372028743,6558,0.043774834437086
6697,0.017224986180210105,6615,0.0244333886124931,3411,0.03366500829187394,6680,0.043620309050772625
6817,0.017247097844112835,6735,0.024488667772249867,3471,0.033742399115533436,6802,0.04376931567328918
6937,0.017252625760088427,6855,0.02447761194029856,3531,0.033841901603095664,6918,0.04402317880794696
7057,0.017296849087893886,6975,0.02447761194029856,3591,0.033880597014925413,7040,0.043923841059602675
7177,0.017291321171918173,7095,0.024560530679933648,3651,0.033969043670536214,7161,0.04405629139072839
7297,0.017296849087893886,7215,0.024560530679933648,3711,0.034079601990049745,7282,0.04407284768211923
7417,0.017307904919845192,7335,0.02457711442786079,3771,0.03415146489773365,7398,0.044249448123620264
7537,0.01735212824765065,7455,0.02460475400773911,3831,0.03424543946932004,7520,0.044343267108167723
7657,0.017357656163626365,7575,0.02462686567164184,3891,0.03431730237700394,7642,0.04446467991169979
7777,0.017374239911553385,7695,0.024648977335544574,3951,0.034339414040906555,7762,0.04451434878587194
7897,0.017374239911553385,7815,0.024676616915422892,4011,0.03444997236042021,7881,0.044613686534216344
8017,0.017374239911553385,7935,0.02466556108347159,4071,0.03449972360420126,7998,0.04434878587196467
8137,0.017435046987285863,8055,0.02468767274737432,4131,0.03452183526810399,8118,0.044613686534216344
8257,0.017418463239358844,8175,0.02469320066334991,4191,0.03461028192371479,8241,0.044552980132450314
8377,0.017435046987285863,8295,0.02472636815920407,4251,0.03464897733554454,8360,0.0445805739514348
8497,0.017462686567164185,8415,0.02473189607517966,4311,0.03472084024322832,8487,0.04429359823399558
8617,0.01747374239911561,8535,0.024759535655058104,4371,0.03478717523493651,8598,0.044657836644591546
8737,0.017468214483139895,8655,0.02477611940298512,4431,0.03483692647871757,8719,0.04425496688741721
8857,0.0174792703150912,8775,0.02479270315091214,4491,0.0348700939745716,8841,0.04453090507726265
8977,0.017495854063018217,8895,0.024809286898839156,4551,0.034903261470425634,8958,0.044536423841059596
9097,0.017468214483139895,9015,0.02481481481481487,4611,0.03497512437810954,9081,0.04448675496688733
9217,0.017512437810945358,9135,0.024803758982863442,4671,0.0350359314538419,9200,0.04428807947019864
9337,0.017534549474847966,9255,0.0248369264787176,4731,0.03508015478164736,9322,0.044216335540838834
9457,0.017529021558872374,9375,0.02486456605859592,4791,0.03508015478164736,9438,0.044442604856512136
9577,0.017551133222775107,9495,0.02486456605859592,4851,0.03516860143725816,9561,0.04435982339955844
9697,0.017584300718629143,9615,0.024897733554449956,4911,0.03520176893311219,9678,0.044442604856512136
9817,0.01756218905472641,9735,0.024892205638474364,4971,0.03520729684908791,9800,0.044508830022074994
9937,0.017595356550580445,9855,0.024919845218352686,5031,0.03524599226091766,9919,0.04438741721854304
10057,0.01761194029850746,9975,0.024936428966279706,5091,0.03531232725262585,10041,0.04469094922737309
10177,0.017606412382531873,10095,0.02494195688225542,5151,0.0352846876727474,10158,0.04466887417218544
10297,0.01762852404643448,10215,0.02496406854615815,5211,0.03539524599226094,10278,0.04478476821192056
10417,0.017639579878385908,10335,0.024958540630182435,5271,0.03538419016030963,10399,0.044751655629139006
10537,0.017645107794361497,10455,0.024969596462133863,5331,0.03546710889994472,10518,0.04494481236203088
10657,0.017645107794361497,10575,0.02499170812603647,5391,0.03549474847982316,10639,0.04504966887417211
10777,0.017617468214483175,10695,0.025002763957987898,5451,0.03552238805970148,10761,0.04524834437086093
10897,0.017672747374239944,10815,0.02498618021006088,5511,0.03553344389165291,10880,0.044994481236203025
11017,0.01766721945826423,10935,0.0250138197899392,5571,0.035555555555555646,10998,0.045071743929359774
11137,0.017661691542288638,11055,0.025019347705914914,5631,0.03562189054726371,11119,0.0448344370860927
11257,0.017705914870093976,11175,0.0250138197899392,5691,0.03561083471531241,11240,0.044701986754966866
11377,0.01768933112216696,11295,0.025069098949695966,5751,0.03567164179104476,11358,0.044828918322295755
11497,0.017672747374239944,11415,0.025041459369817644,5811,0.03572692095080153,11480,0.04477373068432667
11617,0.017705914870093976,11535,0.025046987285793236,5871,0.03573244886677724,11598,0.04469646799116992
11737,0.01771144278606969,11655,0.025069098949695966,5931,0.03570480928689892,11718,0.044751655629139006
11857,0.017700386954118387,11775,0.02507462686567168,5991,0.03576008844665569,11838,0.044751655629139006
11977,0.01771144278606969,11895,0.025058043117744663,6051,0.035815367606412456,11958,0.0448068432671081
12097,0.01775013819789944,12015,0.02509673852957441,6111,0.03582642343836376,12078,0.04492273730684322
12217,0.01772802653399671,12135,0.02509673852957441,6171,0.03586511885019351,12198,0.044779249448123615
12337,0.01776119402985074,12255,0.025080154781647393,6231,0.03582089552238804,12318,0.04501655629139068
12457,0.01776119402985074,12375,0.025107794361525715,6291,0.03589828634604754,12444,0.04521523178807938
12577,0.01775013819789944,12495,0.025118850193477142,6351,0.035931453841901696,12558,0.04488410596026485
12697,0.017772249861802168,12615,0.025107794361525715,6411,0.03589828634604754,12678,0.04497240618101536
12817,0.017772249861802168,12735,0.025146489773355464,6471,0.03599778883360977,,
12937,0.01775013819789944,12855,0.025152017689331178,6531,0.03597567716970704,,
13057,0.0177943615257049,12975,0.02512437810945273,6591,0.035986733001658465,,
13177,0.017783305693753474,13095,0.025152017689331178,6651,0.03602542841348809,,
13297,0.01782200110558322,13215,0.02516307352128248,6711,0.036036484245439517,,
13417,0.01779988944168049,13335,0.025212824765063657,6771,0.03604201216141523,,
13537,0.01777777777777776,13455,0.025168601437258194,6831,0.036058595909342246,,
13657,0.01776119402985074,13575,0.025179657269209496,6891,0.03609176340519628,,
13777,0.017833056937534526,13695,0.025190713101160923,6951,0.03609176340519628,,
13900,0.01771144278606969,13815,0.025212824765063657,7011,0.0361083471531233,,
14017,0.019861802100608082,13935,0.02520176893311223,7071,0.03615257048092876,,
14137,0.020226644555002834,14055,0.025218352681039245,7131,0.036135986733001745,,
14258,0.020497512437810946,14175,0.025229408512990673,7191,0.036174682144831494,,
14377,0.02050304035378666,14295,0.025207296849087943,7251,0.036191265892758506,,
14497,0.020469872857932624,14415,0.025257048092868994,7311,0.036202321724709816,,
14617,0.020381426202321702,14535,0.025240464344941975,7371,0.036229961304588255,,
14737,0.02024322830292985,14655,0.025234936428966265,7431,0.036246545052515275,,
14857,0.01998894416804863,14775,0.02524599226091769,7491,0.03625207296849087,,
14977,0.019950248756218883,14895,0.025251520176893402,7551,0.03627971254836931,,
15097,0.019823106688778333,15015,0.025196241017136516,7611,0.036268656716418005,,
15217,0.01957987838584854,15135,0.025262576008844708,7671,0.03630182421227204,,
15337,0.01957987838584854,15255,0.025251520176893402,7731,0.036268656716418005,,
15457,0.019474847982310722,15375,0.02524599226091769,7791,0.03632946379215036,,
15577,0.019375345494748494,15495,0.025262576008844708,7851,0.036312880044223346,,
15697,0.019303482587064713,15615,0.025284687672747438,7911,0.036334991708126076,,
15817,0.019275843007186266,15735,0.02529021558872303,7971,0.03635157545605309,,
15937,0.019331122166943156,15855,0.025306799336650167,8031,0.03635157545605309,,
16057,0.019275843007186266,15975,0.025301271420674454,8091,0.036395798783858554,,
16177,0.0192095080154782,16095,0.025262576008844708,8151,0.03636815920398011,,
16297,0.01906025428413492,16215,0.025323383084577187,8211,0.03638474295190713,,
16417,0.01893311221669437,16335,0.02529021558872303,8271,0.03644002211166389,,
16537,0.018877833056937604,16455,0.025328911000552776,8331,0.036412382531785574,,
16657,0.01880044223327811,16575,0.025306799336650167,8391,0.03645660585959091,,
16777,0.018706467661691595,16695,0.025323383084577187,8451,0.036451077943615316,,
16897,0.018662244333886132,16815,0.025295743504698744,8511,0.036484245439469355,,
17017,0.01861249309010508,16935,0.02535102266445551,8571,0.036484245439469355,,
17137,0.018584853510226637,17055,0.025345494748479917,8631,0.036489773355445065,,
17257,0.018546158098396888,17175,0.02537313432835824,8691,0.036445550027639606,,
17377,0.01850193477059155,17295,0.025339966832504203,8751,0.03647871752349364,,
17497,0.018457711442786087,17415,0.025323383084577187,8811,0.036506357103372085,,
17617,0.018457711442786087,17535,0.025317855168601473,8871,0.03651741293532339,,
17737,0.018435599778883358,17655,0.025356550580431222,8931,0.03649530127142066,,
17857,0.01839690436705361,17775,0.025356550580431222,8991,0.036522940851299104,,
17977,0.01839690436705361,17895,0.025356550580431222,9051,0.03653399668325041,,
18097,0.01835820895522386,18015,0.02537313432835824,9111,0.036545052515201834,,
18217,0.018363736871199573,18135,0.025306799336650167,9171,0.036567164179104564,,
18337,0.01835268103924827,18255,0.025367606412382525,9231,0.036578220011055866,,
18457,0.018330569375345537,18375,0.025345494748479917,9291,0.036567164179104564,,
18577,0.018341625207296843,18495,0.025362078496406936,9351,0.03656163626312885,,
18697,0.018325041459369824,18615,0.025389718076285255,9411,0.036600331674958596,,
18817,0.018275290215588772,18735,0.025389718076285255,9471,0.036594803758982886,,
18937,0.018308457711442808,18855,0.02538419016030954,9531,0.03658927584300717,,
19057,0.018308457711442808,18975,0.025406301824212274,9591,0.03660585959093431,,
19177,0.018286346047540078,19095,0.025400773908236682,9651,0.03662797125483692,,
19297,0.018297401879491505,19215,0.025362078496406936,9711,0.03665008291873965,,
19417,0.018302929795467094,19335,0.025400773908236682,9771,0.036661138750691075,,
19537,0.018302929795467094,19455,0.0254173576561637,9831,0.036633499170812635,,
19657,0.018302929795467094,19575,0.02538419016030954,9891,0.036639027086788345,,
19777,0.018302929795467094,19695,0.025400773908236682,9951,0.03666666666666667,,
19897,0.018308457711442808,19815,0.0254173576561637,10011,0.03666666666666667,,
20017,0.018302929795467094,19935,0.025367606412382525,10071,0.036672194582642384,,
20137,0.01831398562741852,20055,0.025428413488115004,10131,0.036699834162520706,,
20257,0.01826976229961306,20175,0.025444997236042023,10191,0.036683250414593686,,
20377,0.018308457711442808,20295,0.025411829740187988,10251,0.036688778330569397,,
20497,0.01831398562741852,20415,0.025433941404090717,10311,0.036683250414593686,,
20617,0.018330569375345537,20535,0.025433941404090717,10371,0.036672194582642384,,
20737,0.01831398562741852,20655,0.02542288557213929,10431,0.036815920398009946,,
20857,0.018325041459369824,20775,0.02543946932006631,10491,0.03697622996130465,,
20977,0.018297401879491505,20895,0.025444997236042023,10554,0.037025981205085705,,
21097,0.018330569375345537,21015,0.025400773908236682,10611,0.037247097844112766,,
21217,0.018330569375345537,21135,0.02546158098396904,10671,0.03736871199557772,,
21337,0.01835820895522386,21255,0.025450525152017733,10731,0.037435046987285794,,
21457,0.018341625207296843,21375,0.025467108899944753,10791,0.03741846323935878,,
21577,0.018347153123272557,21495,0.02546158098396904,10851,0.037457158651188524,,
21697,0.018347153123272557,21615,0.02543946932006631,10911,0.03747927031509126,,
21817,0.018369264787175286,21735,0.025450525152017733,10971,0.037545605306799325,,
21937,0.018374792703151,21855,0.025467108899944753,11031,0.03752349364289672,,
22057,0.018374792703151,21975,0.025456053067993447,11091,0.03752902155887231,,
22177,0.018391376451078016,22095,0.025467108899944753,11151,0.037562189054726344,,
,,22215,0.025489220563847483,11211,0.03760088446655609,,
,,22335,0.025433941404090717,11271,0.037584300718629074,,
,,22455,0.025489220563847483,11331,0.03760088446655609,,
,,22575,0.025489220563847483,11391,0.0375953565505805,,
,,22695,0.025450525152017733,11451,0.037606412382531804,,
,,22815,0.025478164731896055,11511,0.03763405196241025,,
,,22935,0.02550027639579879,11571,0.03763957987838584,,
,,23055,0.025467108899944753,11631,0.03766721945826428,,
,,23175,0.025511332227750212,11691,0.03765063571033727,,
,,23295,0.025489220563847483,11751,0.03768933112216702,,
,,23415,0.02548369264787177,11811,0.03770038695411832,,
,,23535,0.025516860143725804,11871,0.03768933112216702,,
,,23655,0.025511332227750212,11931,0.03772802653399676,,
,,23775,0.02548369264787177,11991,0.03770591487009403,,
,,23895,0.02553344389165282,12051,0.03772802653399676,,
,,24015,0.02553344389165282,12111,0.03775566611387508,,
,,24135,0.02550027639579879,12171,0.0377611940298508,,
,,24255,0.02552791597567723,12231,0.03778330569375353,,
,,24375,0.02555002763957996,12291,0.03779988944168055,,
,,24495,0.025516860143725804,12351,0.03778883360972912,,
,,24615,0.02555002763957996,12411,0.03779988944168055,,
,,24735,0.025544499723604248,12471,0.03782752902155887,,
,,24855,0.025544499723604248,12531,0.03781094527363185,,
,,24975,0.02552791597567723,12591,0.03781094527363185,,
,,25095,0.025522388059701518,12651,0.03782752902155887,,
,,25215,0.02553344389165282,12711,0.03782200110558328,,
,,25335,0.025561083471531267,12771,0.037844112769485884,,
,,25455,0.025544499723604248,12831,0.03785516860143731,,
,,25575,0.025555555555555554,12891,0.03789939192924265,,
,,25695,0.025538971807628534,12951,0.03789386401326706,,
,,25815,0.025522388059701518,13011,0.03787728026534004,,
,,25935,0.025561083471531267,13071,0.03790491984521836,,
,,26055,0.02558872305140971,13131,0.03789386401326706,,
,,26175,0.02553344389165282,13191,0.03792703150912109,,
,,26295,0.02557213930348257,13251,0.03792150359314538,,
,,26415,0.02556661138750698,13311,0.03792150359314538,,
,,26535,0.025494748479823196,13371,0.03791044776119408,,
,,26655,0.02558872305140971,13431,0.03794914317302383,,
,,26775,0.02558872305140971,13491,0.03796019900497513,,
,,26895,0.025522388059701518,13551,0.03796019900497513,,
,,27015,0.02557213930348257,13611,0.03797125483692656,,
,,27135,0.02558872305140971,13671,0.03795467108899954,,
,,27255,0.02553344389165282,13731,0.03795467108899954,,
,,27375,0.02561083471531232,13791,0.037993366500829164,,
,,27495,0.02556661138750698,13851,0.03799889441680488,,
,,27615,0.025555555555555554,13911,0.03798231066887786,,
,,27735,0.02561083471531232,13971,0.03800442233278059,,
,,27855,0.025605306799336727,14031,0.03803206191265891,,
,,27975,0.025544499723604248,14091,0.03798231066887786,,
,,28095,0.025605306799336727,14151,0.03802100608070761,,
,,28215,0.025616362631288032,14211,0.03803758982863463,,
,,28335,0.025638474295190762,14271,0.03803758982863463,,
,,28455,0.025616362631288032,14331,0.03804864566058606,,
,,28575,0.025599778883361013,14391,0.03805417357656164,,
,,28695,0.025644002211166476,14451,0.03804864566058606,,
,,28815,0.025638474295190762,14511,0.03804864566058606,,
,,28935,0.025599778883361013,14571,0.03803758982863463,,
,,29055,0.025627418463239335,14631,0.03808181315644009,,
,,29175,0.025644002211166476,14691,0.03807075732448866,,
,,29295,0.02557213930348257,14751,0.03805970149253736,,
,,29415,0.0255942509673853,14811,0.03808734107241568,,
,,29535,0.025638474295190762,14871,0.03810945273631841,,
,,29655,0.025599778883361013,14931,0.03809839690436711,,
,,29775,0.025621890547263746,14991,0.03807628524046437,,
,,29895,0.025660585959093492,15051,0.03808734107241568,,
,,30015,0.025577667219458283,15114,0.03807628524046437,,
,,30135,0.025638474295190762,15171,0.03810392482034282,,
,,30255,0.025638474295190762,15231,0.03813156440022114,,
,,30375,0.025605306799336727,15291,0.03811498065229412,,
,,30495,0.025660585959093492,15351,0.03806522940851307,,
,,30615,0.025671641791044798,15411,0.03807628524046437,,
,,30735,0.025616362631288032,15471,0.03808734107241568,,
,,30855,0.025666113875069084,15531,0.03812050856826984,,
,,30975,0.025666113875069084,15591,0.03812603648424543,,
,,31095,0.025621890547263746,15651,0.03812050856826984,,
,,31215,0.025660585959093492,15711,0.03814262023217244,,
,,31335,0.025671641791044798,15771,0.03815920398009959,,
,,31455,0.025627418463239335,15831,0.03807628524046437,,
,,31575,0.025671641791044798,15891,0.03813709231619685,,
,,31695,0.025688225538971814,15951,0.03814262023217244,,
,,31815,0.025688225538971814,16011,0.03813709231619685,,
,,31935,0.025671641791044798,16071,0.03813709231619685,,
,,32055,0.025660585959093492,16131,0.03813156440022114,,
,,32175,0.02563294637921505,16191,0.03812050856826984,,
,,32295,0.02567716970702051,16251,0.03814262023217244,,
,,32415,0.025688225538971814,16311,0.0381757877280266,,
,,32535,0.025682697622996225,16371,0.03815367606412387,,
,,32655,0.025693753454947527,16431,0.03816473189607517,,
,,32775,0.02565505804311778,16491,0.03817025981205089,,
,,32895,0.025682697622996225,16551,0.03816473189607517,,
,,33015,0.025710337202874547,16611,0.03816473189607517,,
,,33135,0.025644002211166476,16671,0.03815367606412387,,
,,33255,0.025688225538971814,16731,0.03814814814814816,,
,,33375,0.02572139303482585,16791,0.03819237147595362,,
,,33495,0.02563294637921505,16851,0.03813709231619685,,
,,33615,0.025688225538971814,16911,0.03815920398009959,,
,,33735,0.025682697622996225,16971,0.03814262023217244,,
,,33855,0.025644002211166476,17031,0.03820342730790492,,
,,33975,0.025704809286898833,17091,0.03815920398009959,,
,,34095,0.025726920950801563,17151,0.03818684355997791,,
,,34215,0.025649530127142068,17211,0.03817025981205089,,
,,34335,0.025710337202874547,17271,0.03817025981205089,,
,,34455,0.025710337202874547,17331,0.03814814814814816,,
,,34575,0.025649530127142068,17391,0.03820895522388064,,
,,34695,0.025710337202874547,17451,0.03818131564400219,,
,,34815,0.025732448866777276,17511,0.03820342730790492,,
,,34935,0.02571586511885026,17571,0.03819237147595362,,
,,35055,0.02571586511885026,17631,0.03817025981205089,,
,,35175,0.025732448866777276,17691,0.03819789939192933,,
,,35295,0.025688225538971814,17751,0.03823106688778337,,
,,35415,0.025726920950801563,17811,0.03819237147595362,,
,,35535,0.025732448866777276,17871,0.03817025981205089,,
,,35655,0.02574350469872858,17931,0.03819237147595362,,
,,35775,0.02573797678275299,17991,0.03821448313985635,,
,,35895,0.02572139303482585,18051,0.03821448313985635,,
,,36015,0.025749032614704292,18111,0.03818131564400219,,
,,36135,0.025732448866777276,18171,0.03821448313985635,,
,,36255,0.025710337202874547,18231,0.03819789939192933,,
,,36375,0.02572139303482585,18291,0.03822553897180765,,
,,36495,0.02573797678275299,18351,0.03820895522388064,,
,,36615,0.02571586511885026,18411,0.03819237147595362,,
,,36735,0.02571586511885026,18471,0.03815920398009959,,
,,36855,0.02574350469872858,18531,0.03820342730790492,,
,,36975,0.025704809286898833,18591,0.03815367606412387,,
,,37095,0.02573797678275299,18651,0.03819789939192933,,
,,37215,0.0257600884466556,18711,0.03820895522388064,,
,,37335,0.02567716970702051,18771,0.03820342730790492,,
,,37455,0.02573797678275299,18831,0.03820895522388064,,
,,37575,0.025732448866777276,18891,0.03822001105583194,,
,,37695,0.02571586511885026,18951,0.03819789939192933,,
,,37815,0.02572139303482585,19011,0.03819789939192933,,
,,37935,0.025771144278607026,19071,0.03823106688778337,,
,,38055,0.02572139303482585,19131,0.03822001105583194,,
,,38175,0.025754560530680006,19191,0.03823659480375896,,
,,38295,0.025749032614704292,19251,0.03819237147595362,,
